Video Id,Author,Comment,Published At,Likes,Sentiment,Likes (Video),Dislikes (Video)
0WSNS6SUlOc,@ranasiddike9661,ভাইয়া ৭০০০০ হাজার টাকার মধ্যে কোন ল্যাপটব কিনলে ভালো হবো,2025-04-09T16:19:36Z,0,Neutral,3641,0
0WSNS6SUlOc,@ArafatAli-s9k,ধন্যবাদ ভাই বিস্তারিত সুন্দরভাবে বলার জন্য ❤,2025-04-04T10:27:17Z,0,Positive,3641,0
0WSNS6SUlOc,@mahidulmaruf8079,Thanks nice video❤,2025-04-01T08:46:29Z,0,Positive,3641,0
0WSNS6SUlOc,@mdlimon-7536,Sir hp eletbook 845 g8...16..512 gp ata kmn hobe plz bolban?,2025-03-31T05:09:04Z,0,Positive,3641,0
0WSNS6SUlOc,@dolonacharjee9984,অনেক ধন্যবাদ অনেক কিছু জানলাম,2025-03-22T08:19:11Z,0,Positive,3641,0
0WSNS6SUlOc,@ndrodel2693,best channel,2025-03-22T05:08:58Z,0,Positive,3641,0
0WSNS6SUlOc,@shjoty2968,"আমার বাজেট ৩০,০০০ টাকা। সাধারণ কাজের জন্য  ল্যাপটপ hp core i3 12 gen পাওয়া যাবে কি?",2025-03-19T18:00:49Z,1,Neutral,3641,0
0WSNS6SUlOc,@amanulislam4697,A plethora of thanks❤,2025-03-15T19:40:21Z,0,Positive,3641,0
0WSNS6SUlOc,@TukTakBanglaTek09,"Sir U series দিয়ে ভিডিও এডিটিং করা যাবে, hp i7 u series",2025-03-15T15:40:41Z,1,Neutral,3641,0
0WSNS6SUlOc,@atikhasan662,"৬৫%, ৭০%, ৬০% ডিসকাউন্টে যে সকল ল্যাপটপ স্বল্প মূল্যে পাওয়া যায় ৮-১২-১৪ হাজারের মধ্যে সেগুলো আসলে কেমন যদি একটু জানাতেন। উপকৃত হতাম।",2025-03-15T05:40:24Z,0,Neutral,3641,0
0WSNS6SUlOc,@RiyadHossain-q1f,"মাশাল্লাহ, অনেক সুন্দর করে বুঝায়ছেন",2025-03-15T05:31:57Z,0,Positive,3641,0
0WSNS6SUlOc,@muhammadfoyzullahIHC,বাংলাদেশের সবচেয়ে সেরা ল্যাপটপ রিভিউ❤❤❤,2025-03-14T10:19:33Z,0,Positive,3641,0
0WSNS6SUlOc,@nasimahmed5394,"অনেক ইনফর্মেটিভ ভিডিও।
ক্রিয়েটরকে আন্তরিক ধন্যবাদ",2025-03-12T09:50:39Z,1,Positive,3641,0
0WSNS6SUlOc,@MdShahebAliRobi,সত্যি দাদা আপনার কথা গুলো মন শুনতে পেরে ধন্যবাদ,2025-03-10T16:08:37Z,1,Positive,3641,0
0WSNS6SUlOc,@sayeduzzamansayeduzzama9252,"very well explained sir,",2025-03-07T21:58:13Z,1,Positive,3641,0
0WSNS6SUlOc,@SamioamSento420,অসংখ্য ধন্যবাদ ভাই আপনাকে,2025-03-07T19:57:33Z,1,Positive,3641,0
0WSNS6SUlOc,@shimul5279,ধন্যবাদ,2025-03-07T13:17:15Z,1,Positive,3641,0
0WSNS6SUlOc,@MerajuIslam-fx1hb,20 হাজার টাকার মধে কোন ল্যাপটপ ভালো হবে এবং কোন কম্পানিয়ন ❤,2025-03-05T07:18:47Z,2,Neutral,3641,0
0WSNS6SUlOc,@ShamimHassan-t9r,মাশাল্লাহ বোঝানোর দক্ষতা অনেক সুন্দর ❤,2025-02-23T17:57:53Z,1,Positive,3641,0
0WSNS6SUlOc,@rumanakondo1372,Super  video,2025-02-17T16:07:37Z,0,Positive,3641,0
0WSNS6SUlOc,@adritaanam296,"এতো ভালো লাগলো ভিডিওটি দেখে বোঝাতে পারবো না। আমার জানা নেই আসলে, কেউ এতোটা ভালোভাবেও কাউকে কখনো বোঝায় কিনা! তবে আপনি সাধারণ মানুষের এতো উপকার করেছেন সেটা হয়তো নিজেও জানেন না। অনেক অনেক ধন্যবাদ স্যার। আল্লাহ্‌ আপনাকে উত্তম প্রতিদান দিন। আমিন 💜",2025-02-07T07:11:11Z,6,Positive,3641,0
0WSNS6SUlOc,@singermahmudulhasan5889,এত সুন্দর করে  ব্যাখ্যা দিলেন। অসাধারণ  লেগেছে।  আপনাকে অনেক অনেক ধন্যবাদ।,2025-02-05T04:38:52Z,2,Positive,3641,0
0WSNS6SUlOc,@omarfarukh6376,ভাই ৩০ হাজার টাকার মধ্যে কোন কোম্পানি ও কোন মডেল এর ল্যাপটপ কিনলে ভালো হয় জানালে উপকৃত হতাম ?,2025-02-04T12:56:53Z,0,Neutral,3641,0
0WSNS6SUlOc,@Md5Aladin2,ভাই আমি একটা ল্যাপটপ কিনতে চাই কিন্তু কনফিউজ ছিলাম আপনার ভিডিও দেখে এখন আমি ভালো আইডিয়া পেলাম। ধন্যবাদ,2025-02-03T23:54:02Z,0,Positive,3641,0
0WSNS6SUlOc,@Md5Aladin2,ভাই আমি একটা ল্যাপটপ কিনতে চাই কিন্তু কনফিউজ ছিলাম আপনার ভিডিও দেখে এখন আমি ভালো আইডিয়া পেলাম। ধন্যবাদ,2025-02-03T23:53:54Z,0,Positive,3641,0
0WSNS6SUlOc,@Md5Aladin2,খুব ভালো লাগলো আপনার ভিডিও। ধন্যবাদ,2025-02-03T14:25:59Z,0,Positive,3641,0
0WSNS6SUlOc,@MidulaJannat-k3j,ধন্যবাদ,2025-02-02T21:00:33Z,0,Positive,3641,0
0WSNS6SUlOc,@shahalamlitu,খুবই সুন্দর ও সহজবোধ্যভাবে উপস্থাপন করে বুঝানোর জন্য আপনাকে অনেক অনেক ধন্যবাদ।,2025-01-31T17:39:30Z,0,Positive,3641,0
0WSNS6SUlOc,@aubdullahsohag4292,❤,2025-01-31T05:33:52Z,0,Positive,3641,0
0WSNS6SUlOc,@explorerramjanali,এর মধ্যে আপনি যেগুলো বুঝালেন সবগুলোকে চায়না ভেরিয়েন্ট মানে মেডিইন চায়না ছাড়া অন্য কোন দেশের আছে কিনা তা উল্লেখ আছে কিনা ।,2025-01-30T14:01:11Z,1,Neutral,3641,0
0WSNS6SUlOc,@MdAhad-em4go,"Laptop a key auto pressing hochhe , 
Onek problem ,  eta niye Ekta video den . Pls pls 
😢😢",2025-01-29T15:29:05Z,0,Neutral,3641,0
0WSNS6SUlOc,@md.alamgirhossain786,"স্যার আমি ভিডিও এডিটিং এর কাজ শিকবো ১৫০০০ টাকা বাজেট এ কোন ল্যাপটপ কিনবো, জানাবেন",2025-01-29T06:10:43Z,0,Neutral,3641,0
0WSNS6SUlOc,@MDFIROZALMAMUN-h7h,Good video,2025-01-28T22:58:28Z,0,Positive,3641,0
0WSNS6SUlOc,@islamkst3162,অনেক উপকারী ভিডিও। জাযাকাল্লাহু খাইরান!,2025-01-28T05:52:28Z,0,Positive,3641,0
0WSNS6SUlOc,@farukislamfarabi4908,"সত্তিই এই ভিডিওটা দারুণ উপকারী, আপনাকে ধন্যবাদ । অনেক কিছু শিখলাম।",2025-01-26T08:55:46Z,0,Positive,3641,0
0WSNS6SUlOc,@md.ebrahimmollah9697,❤❤❤,2025-01-25T02:38:18Z,0,Positive,3641,0
0WSNS6SUlOc,@nadianusrat922,"Hp probook 440 g4
Core i5 7th gen
Akhon kina ki thik hobe?
10k taka diye?
Porichito akjon er kach theke",2025-01-21T10:40:34Z,1,Neutral,3641,0
0WSNS6SUlOc,@lifestyles4832,70/80 k Moddhay kon ta valo hoba???,2025-01-20T13:46:34Z,0,Neutral,3641,0
0WSNS6SUlOc,@freelancerAfrozaKhatun103,নাইস,2025-01-19T15:13:00Z,1,Positive,3641,0
0WSNS6SUlOc,@SalsabilSaba21,Vhaiya apni shera 😊,2025-01-19T14:21:11Z,1,Positive,3641,0
0WSNS6SUlOc,@Hridoy285,প্রোগামিং ও কোডিং এর জন্য কত জিবি রেম এর ল্যপটপ লাগবে,2025-01-15T04:48:14Z,2,Neutral,3641,0
0WSNS6SUlOc,@qexplore1080,স্যার আজকে আপনার দোকান থেকে ল্যাপটপ কিনলাম। আপনার ভিডিও রেগুলার দেখা হয়না তাই হুট করে চিনতে পারিনি। কালকে রিভিউ দেখে আজকে আপনার থেকেই কিনলাম।,2025-01-13T13:08:15Z,2,Positive,3641,0
0WSNS6SUlOc,@mariyamakter6658,"Sir,ami online bisness korar jonno and laptop sekar jonno laptop kinte chai.seketre koto damer laptop kinte hobe.",2025-01-13T05:15:13Z,0,Neutral,3641,0
0WSNS6SUlOc,@RubelHossain-v2o,30-35 hajar ar modhe ki laptop kena Jai sir,2025-01-12T13:22:36Z,1,Neutral,3641,0
0WSNS6SUlOc,@ShineProIT,"আপনি অনেক দূরে এগিয়ে যেতে পারবেন। একটা ভবিষ্যদ্বাণী করলাম। 
শুভ কামনা।🌹",2025-01-11T20:43:21Z,1,Positive,3641,0
0WSNS6SUlOc,@ZahidHasan-o2w,Vai 70000 ar jonno ki laptop neyo jai,2025-01-10T13:35:51Z,1,Neutral,3641,0
0WSNS6SUlOc,@munnibintaheya8860,সত্যি ভিডিওটা অনেক ভালো লাগলো। খুব সুন্দর করে বুঝিয়ে বলেছেন । উপকৃত হলাম ভিডিওটা দেখে। ❤😊,2025-01-10T08:06:56Z,1,Positive,3641,0
0WSNS6SUlOc,@MdIslam-bv8zm,অনেক ধন্যবাদ,2025-01-06T14:01:16Z,1,Positive,3641,0
0WSNS6SUlOc,@khadizapritty,"Dell, HP,ASUS 3tar modde kn brand ta valo hbe",2025-01-06T12:33:08Z,0,Neutral,3641,0
0WSNS6SUlOc,@anisurrahman2768,স্যার সবধরনের কাজের জন্য এই মুহূর্তে বাংলাদেশের বাজারে ৭০০০০ হাজার টাকার ভিতর কোন মডেলের  ল্যাপটপ ভালো হবে দয়া করে যদি জানাতেন।,2025-01-05T19:33:14Z,0,Neutral,3641,0
0WSNS6SUlOc,@touchofnature-tn,💞💞💞,2025-01-02T16:54:25Z,0,Positive,3641,0
0WSNS6SUlOc,@touchofnature-tn,"আসসালামু আলাইকুম ওয়া রহমাতুল্লাহ
ভাইয়া, ভিডিওটা অনেক ভালো লাগলো, অনেক সুন্দর ও সহজ করে আলোচনা করেছেন।

তবে, প্রসেসর, রেম, স্টোরেজ এবং ডিসপ্লে নিয়ে আরো বিস্তারিত আলোচনা করলো আরো ভালো হতো।
এ বিষয়গুলোর সিরিজ ও মডেল নিয়ে কোনটা কেমন পারফরম্যান্স করবে, কোন কাজের জন্য এ বিষয়গুলো।",2025-01-02T16:53:58Z,0,Positive,3641,0
0WSNS6SUlOc,@TSTOfficial10,ভাইয়া ভিডিও এডিটিং এর জন্য গেমের জন্য সবচেয়ে সেরা ল্যাপটপ কোনটি,2024-12-29T17:26:20Z,0,Neutral,3641,0
0WSNS6SUlOc,@mgsamratkhan,"ভাই আমি একটা নতুন ল্যপটপ কিনতে চাই ভিডিও মুভি দেখার জন্য 
কি ব্র্যান্ডের ল্যাপটপ কিনলে ভালো হবে",2024-12-27T01:43:29Z,0,Neutral,3641,0
0WSNS6SUlOc,@MdKurbanali-v6l,alhamdulillah valo,2024-12-24T16:05:32Z,0,Positive,3641,0
0WSNS6SUlOc,@rintobrdb2014,চমৎকার,2024-12-19T20:03:40Z,1,Positive,3641,0
0WSNS6SUlOc,@abdulhalim-o7t,আসসালামালাইকুম স্যার আজ থেকে এক বছর আগে আপনার কাছ থেকে কম্পিউটার শিখেছি আপনার বেসিক আইডি ক্লাস গুলো আমি সবসময় ফলো করতাম আলহামদুলিল্লাহ এখন আমি পারি আপনার প্রতি আমার আস্থা বিশ্বাস অনেকের ভিড়ে আপনাকে পেয়েছিলাম আজ আমি গর্ব বোধ করছি আপনি ফ্রিল্যান্সিং এর কাজ শুরু করেন আপনার কাছ থেকে শিখতে চাই,2024-12-18T11:15:27Z,2,Positive,3641,0
0WSNS6SUlOc,@AbdurRakib-ct6uu,Very helpful and informative! Long live...,2024-12-16T13:03:56Z,2,Positive,3641,0
0WSNS6SUlOc,@tahdulislamshishir6591,উপস্থাপনা সুন্দর,2024-12-14T10:47:42Z,1,Positive,3641,0
0WSNS6SUlOc,@khairulbdvlog,ভিডিও টা মনোযোগ দিয়ে শুনলাম খুবই ভালো লাগলো।,2024-12-14T04:47:00Z,1,Positive,3641,0
0WSNS6SUlOc,@abdullahsharif4319,Sir please suggest best laptop for students,2024-12-12T14:54:33Z,1,Neutral,3641,0
0WSNS6SUlOc,@educational93,walton  tamarind কেমন হবে,2024-12-07T02:32:32Z,0,Neutral,3641,0
0WSNS6SUlOc,@MasudKhan-h4d8b,Tnx,2024-12-05T06:36:47Z,0,Positive,3641,0
0WSNS6SUlOc,@NazrulToday,আসসালামু আলাইকুম আশিক ভাই আপনার বুঝানোর দক্ষতা সবচাইতে সেরা 🎉🎉🎉🎉,2024-12-03T08:42:18Z,2,Positive,3641,0
0WSNS6SUlOc,@JubayerAhmad-ns8cz,খুবই সুন্দর একটা ভিডিও ভাইজান ❤❤,2024-12-02T21:15:47Z,1,Positive,3641,0
0WSNS6SUlOc,@prothomasdairy..,Hp core 5 nile kemon hobe ato tk ney second hand nithe chaichi,2024-11-29T17:32:54Z,0,Positive,3641,0
0WSNS6SUlOc,@Mahedimun,❤❤❤❤,2024-11-29T03:18:29Z,0,Positive,3641,0
0WSNS6SUlOc,@tawberahoban4281,জাযাকাল্লাহ স্যার,2024-11-26T05:10:47Z,1,Positive,3641,0
0WSNS6SUlOc,@Imosonalclip,"আসসালামু আলাইকুম,, লেপটপের রেম কি চেন্জ করা যায়..??  
কেউ জেনে থাকলে উওর দিয়ে যাবেন",2024-11-21T22:02:58Z,0,Neutral,3641,0
0WSNS6SUlOc,@merajulislam-3767,Nice video,2024-11-14T15:23:22Z,1,Positive,3641,0
0WSNS6SUlOc,@PolashMia-e4h,"মাশাআল্লাহ, অনেক ভালো ভাবে বুঝিয়েছেন,ধন্যবাদ ❤❤❤",2024-11-12T15:02:46Z,2,Positive,3641,0
0WSNS6SUlOc,@Photos2022-sz3mh,Video starts at 2:24,2024-11-11T21:44:17Z,0,Neutral,3641,0
0WSNS6SUlOc,@AyeshaAkter-f4v,", ভাইয়া এই একই মডেল এর সেকেন্ড হ্যান্ড লপটপ এর প্রাইজ কত হতে পারে",2024-11-09T14:25:37Z,1,Neutral,3641,0
0WSNS6SUlOc,@AyeshaAkter-f4v,"ho core i5 10 generation, 16gb, 256gb SSD  display 15.6, batary backup 3h windows 10/11, 

Extra keyboard, mouse, pen drive , printer(optional), mouse pad",2024-11-09T14:21:13Z,1,Neutral,3641,0
0WSNS6SUlOc,@NurAlam-md4bn,অনেক ধন্যবাদ আপনাকে স্যার,2024-11-08T17:33:32Z,1,Neutral,3641,0
0WSNS6SUlOc,@piurbazaarofficial,অনেকদিন থেকেই যে কোন ল্যাপটপটা কিনব বা কোন ল্যাপটপটা আমার জন্য ঠিক অনেক ভিডিও দেখছি কোন কাজ হয়নি আপনার ভিডিওটা দেখে অনেক কিছু জানতে পারছি শিখতে পারছি এই ভিডিওটাই যথেষ্ট নতুনদের জন্য ধন্যবাদ স্যার ভিডিও দেওয়ার জন্য ❤❤❤,2024-11-08T02:15:29Z,25,Positive,3641,0
0WSNS6SUlOc,@Emu123-g7s,"অনেক ধন্যবাদ। নতুনদের একদম স্বচ্ছ ধারণার জন্য আপনার ভিডিওটাই যথেষ্ট,সেরা 😊",2024-11-07T06:05:00Z,5,Positive,3641,0
0WSNS6SUlOc,@VillageBoy-vi4hz,আপনার মতো সহযোগিতা ও স্বচ্ছ মানসিকতা সবার মধ্যে থাকলে আমাদের দেশটা অনেক আগেই উন্নত দেশের তালিকার শীর্ষে থাকতো.. আপনার জন্য দোয়া ও ভালোবাসা রইলো প্রিয় আইটি শিক্ষক...,2024-11-06T15:37:14Z,9,Positive,3641,0
0WSNS6SUlOc,@TechLink0.6,স্যার ইডিট আর গ্রাফিক ডিজাইন কাজ করতে চাই.. আমি একটা  কম্পিউটার কিনতে চাই....? এখন কি ধরনের কম্পিউটার কিনা দরকার...? আর কত টাকা লাগবে....?  আর বতমান আমার বাজেট আছে ২০০০০ টাকা। এখন এর মধ্যে আমি নিতে পারব....,2024-11-06T04:17:49Z,0,Neutral,3641,0
0WSNS6SUlOc,@Alm953-4,So helpful 😊❤,2024-11-05T06:31:55Z,1,Positive,3641,0
0WSNS6SUlOc,@MdShohan-qr7ot,Vaia HP 2326au Nile Kemon hobe,2024-11-04T09:48:50Z,1,Neutral,3641,0
0WSNS6SUlOc,@Nilpori33392,Sir graphics design sikbo kmn laptop lagbe kotor modde plz reply...?,2024-11-02T13:13:48Z,1,Positive,3641,0
0WSNS6SUlOc,@FerdousiRakha,আপনার ভিডিওটা দেখে আমার অনেক উপকার হয়েছে ধন্যবাদ ভাই।,2024-11-01T15:59:53Z,1,Positive,3641,0
0WSNS6SUlOc,@SiamHossain-q7y,অসাধারন খুব ভালো লাগলো আপনার ভিডিও টা । অনেক ইনফরমেটিভ ভিডিও বিগিনারদের জন্য। আমিও অনেক উপকৃত হলাম 😊,2024-10-31T15:37:59Z,0,Positive,3641,0
0WSNS6SUlOc,@Suraiyaakhter41,Nice and excellent presentation.,2024-10-30T16:15:01Z,2,Positive,3641,0
0WSNS6SUlOc,@moonlight-bu5ry,এত সুন্দর করে সাবলীল ভাষায় বুঝিয়ে দেবার জন্য ধন্যবাদ আপনাকে❤,2024-10-30T03:11:59Z,1,Positive,3641,0
0WSNS6SUlOc,@sayedabulkalam807,many many thanks my brother,2024-10-30T02:42:07Z,0,Positive,3641,0
0WSNS6SUlOc,@mdkhoka3895,"A to Z littreally baki der moton caption a likhen nai tobe i think greatly overall sob bolsen...so impressive video content purai OG subscriber comment like nah dile onnai hobe apner hard work r information ja disen overall hats off man🫡💖
Very good content🫶",2024-10-30T02:10:11Z,0,Positive,3641,0
0WSNS6SUlOc,@sujonmozumdar9264,"sir apni adobe photoshop ar course ta koba thakay chalu korben???  
videor oppakai ase",2024-10-29T13:51:18Z,0,Neutral,3641,0
0WSNS6SUlOc,@FahrinAhamedAnanda,"মাশাল্লাহ! এই তথ্যবহুল ভিডিওটি আমার মতো নতুন গ্রাহকদের জন্য বেশ উপকারী। এতো সুন্দর বিচার-বিশ্লেষণের সঙ্গে আন্তরিকভাবে ব্যাখা করার জন্য ধন্যবাদ, স্যার। ❤",2024-10-28T08:02:11Z,0,Positive,3641,0
0WSNS6SUlOc,@MDFaruk-pv7ki,Nice,2024-10-27T13:43:50Z,0,Positive,3641,0
0WSNS6SUlOc,@akhiakhi4693,"50 k এর মধ্যে freelancing, coding and study purpose এর জন্য কেমন ল্যাপটপ ভালো হবে?",2024-10-27T10:35:13Z,0,Positive,3641,0
0WSNS6SUlOc,@tansendev57,নতুন যারা ল্যাপটপ কিনবে তাদের জন্য এই ভিডিও টা যথেষ্ট হেল্পফুল 💥,2024-10-27T06:57:38Z,2,Positive,3641,0
0WSNS6SUlOc,@Rafiz-v3q,আপনি সবকিছু খুব সুন্দর ভাবে বুঝিয়ে দেন,2024-10-24T14:01:33Z,0,Positive,3641,0
0WSNS6SUlOc,@tasliat_tabin,Sir 35000 er modde core i5 pabo ? Kun brand nibo sir? Please reply,2024-10-22T16:16:04Z,1,Positive,3641,0
0WSNS6SUlOc,@skliakatali6355,I am from India and fan of you the great because your videos are very helpful.I am watching your how to learn laptop with free cost for beginers and watched upto episode 9 so far. Thank you very much.May Allah bless you!,2024-10-21T18:45:49Z,2,Positive,3641,0
0WSNS6SUlOc,@ovilaschandra444,অসাধারণ ❤❤❤,2024-10-21T16:51:31Z,1,Positive,3641,0
0WSNS6SUlOc,@naimurrahmannaim6103,TN or IPS এটা একটু ক্লিয়ার করে বললে ভালো হতো ভাই,2024-10-19T09:34:43Z,1,Neutral,3641,0
0WSNS6SUlOc,@rsbadshabd42,Assalamu alaikum,2024-10-17T15:44:18Z,0,Neutral,3641,0
0WSNS6SUlOc,@tiniandtiny,"যারা windows OS use  করে অভ্যস্ত, তারা Apple/ MacBook  কি easily use করতে পারবেনা?",2024-10-16T20:05:02Z,0,Positive,3641,0
0WSNS6SUlOc,@EmadulOfficial,অসাধারণ দক্ষতা ❤️❤️অনেক সুন্দর ভাবে বুঝেছি 😇,2024-10-16T03:56:09Z,5,Positive,3641,0
0WSNS6SUlOc,@Mr.Kakku952,ভাইয়া Huawei matebook laptop কেমন হবে জানাবেন একটু,2024-10-16T02:50:10Z,1,Neutral,3641,0
0WSNS6SUlOc,@AbdulAhad-ds8ws,40000 টাকায় কি ল্যাপটপ নিব,2024-10-13T20:18:09Z,0,Neutral,3641,0
0WSNS6SUlOc,@ZahidulIslam-pz2fc,"Thanks a lot vai, may Allah bless you,",2024-10-13T20:15:18Z,0,Positive,3641,0
0WSNS6SUlOc,@DipChowdhury-v5e,8:30,2024-10-13T13:46:10Z,0,Neutral,3641,0
0WSNS6SUlOc,@jonayedsiddique9149,অনেক কিছু শিখলাম,2024-10-12T17:06:50Z,1,Positive,3641,0
0WSNS6SUlOc,@JannatulFerdous-hn1wu,core i3 13th gen ki kinly valo hoba digital marketing er jonno??,2024-10-12T13:31:00Z,2,Neutral,3641,0
